Turn,TimeSinceSessionStart,ActionType,BuildingType,PositionX,PositionY,TargetBuildingLevelBefore,TargetBuildingLevelAfter,GoldBefore,GoldAfter,APBefore,APAfter,WasValid,Notes
13,452.934,Build,SmallHouse,28,21,1,1,1602,452,3,2,1,
13,455.0573,Build,SmallHouse,22,23,1,1,452,452,2,2,0,Not enough gold
14,467.9024,Build,SmallHouse,22,23,1,1,452,3071,5,4,1,
14,472.6442,Build,SmallHouse,22,27,1,1,3071,2321,4,3,1,
14,474.3868,Build,SmallHouse,28,25,1,1,2321,1821,3,2,1,
14,476.6133,Build,SmallHouse,28,29,1,1,1821,1321,2,1,1,
14,554.2122,Build,Supply,11,40,1,1,1321,221,1,0,1,
15,586.6049,Build,Factory,1,41,1,1,221,2620,5,3,1,
15,593.7684,Build,BigHouse,43,20,1,1,2620,1420,3,2,1,
15,598.1321,Build,SmallHouse,51,15,1,1,1420,920,2,1,1,
15,604.7797,Build,SmallHouse,50,20,1,1,920,170,1,0,1,
16,626.3585,Build,BigHouse,49,7,1,1,170,3701,6,5,1,
16,634.958,Build,Service,49,1,1,1,3701,2551,5,3,1,
16,646.5596,Build,Supply,11,44,1,1,2551,2251,3,3,0,Can't place building at specified location
16,647.6605,Build,Supply,11,45,1,1,2251,1451,3,2,1,
16,665.6494,Build,Supply,16,25,1,1,1451,351,2,1,1,
17,675.425,Build,Supply,16,19,1,1,351,4024,6,5,1,
17,709.0995,Build,BigHouse,56,2,1,1,4024,3824,5,5,0,Can't place building at specified location
17,710.3711,Build,BigHouse,57,2,1,1,3824,2624,5,4,1,
17,713.5792,Build,SmallHouse,58,7,1,1,2624,2624,4,4,0,Can't place building at specified location
17,714.252,Build,SmallHouse,57,7,1,1,2624,2624,4,4,0,Can't place building at specified location
17,716.9267,Build,BigHouse,57,7,1,1,2624,2624,4,4,0,Can't place building at specified location
17,717.5685,Build,BigHouse,57,8,1,1,2624,1424,4,3,1,
17,728.2324,Build,SmallHouse,55,20,1,1,1424,924,3,2,1,
17,770.8416,Build,Supply,16,30,1,1,924,374,2,2,0,Not enough gold
18,779.4738,Build,Supply,16,30,1,1,374,4766,6,5,1,
18,786.8527,Build,Supply,16,35,1,1,4766,3716,5,4,1,
18,796.7623,Build,Supply,16,40,1,1,3716,2266,4,3,1,
18,799.1617,Build,Supply,16,45,1,1,2266,1466,3,2,1,
18,813.5116,Build,SmallHouse,22,31,1,1,1466,616,2,1,1,
18,816.0131,Build,SmallHouse,28,34,1,1,616,116,1,0,1,
19,878.3465,Build,Factory,10,50,1,1,116,5048,6,6,0,Can't place building at specified location
19,879.0984,Build,Factory,11,50,1,1,5048,3848,6,4,1,
19,895.1696,Build,Service,57,14,1,1,3848,2798,4,2,1,
19,905.2734,Demolish,SmallHouse,55,20,1,0,2798,3048,2,1,1,
19,910.5195,Build,BigHouse,57,20,1,1,3048,1598,1,0,1,
20,919.0634,Build,BigHouse,57,26,1,1,1598,7173,7,7,0,No road access for building
20,925.1174,Build,BigHouse,49,24,1,1,7173,7173,7,7,0,Can't place building at specified location
20,930.8073,Build,BigHouse,55,25,1,1,7173,7173,7,7,0,Can't place building at specified location
20,937.0308,Build,BigHouse,57,26,1,1,7173,5673,7,6,1,
20,955.4898,Build,BigHouse,44,32,1,1,5673,3873,6,5,1,
20,958.1694,Build,BigHouse,50,32,1,1,3873,3873,5,5,0,Can't place building at specified location
20,959.8974,Build,BigHouse,50,32,1,1,3873,3873,5,5,0,Can't place building at specified location
20,960.8958,Build,BigHouse,51,32,1,1,3873,2673,5,4,1,
20,971.7811,Build,BigHouse,49,25,1,1,2673,2673,4,4,0,Can't place building at specified location
20,973.2127,Build,BigHouse,49,25,1,1,2673,2673,4,4,0,Can't place building at specified location
20,978.4626,Build,SmallHouse,50,26,1,1,2673,2673,4,4,0,No road access for building
20,979.8937,Build,SmallHouse,50,26,1,1,2673,2673,4,4,0,No road access for building
20,980.5261,Build,SmallHouse,51,26,1,1,2673,2173,4,3,1,
20,983.9457,Build,SmallHouse,46,27,1,1,2173,1673,3,2,1,
20,992.1814,Build,BigHouse,35,32,1,1,1673,73,2,1,1,
