Turn,TimeSinceSessionStart,ActionType,BuildingType,PositionX,PositionY,TargetBuildingLevelBefore,TargetBuildingLevelAfter,GoldBefore,GoldAfter,APBefore,APAfter,WasValid,Notes
14,244.1173,Demolish,SmallHouse,34,15,1,0,3980,4230,1,0,1,
15,250.4438,Build,SmallHouse,33,16,1,1,4230,7490,3,3,0,Can't place building at specified location
15,251.2169,Build,SmallHouse,33,15,1,1,7490,6990,3,2,1,
15,252.543,Demolish,SmallHouse,39,15,1,0,6990,7240,2,1,1,
15,254.8766,Build,SmallHouse,38,15,1,1,7240,6740,1,0,1,
16,260.9049,Upgrade,SmallHouse,33,15,2,2,6740,10570,3,3,1,
16,261.52,Upgrade,SmallHouse,38,15,2,2,10570,10220,3,3,1,
16,266.8853,Build,SmallHouse,38,19,1,1,10220,9720,3,2,1,
16,283.1642,Build,SmallHouse,43,10,1,1,9720,8170,2,1,1,
16,285.048,Build,SmallHouse,43,6,1,1,8170,7670,1,0,1,
17,301.4727,Build,Supply,11,35,1,1,7670,10260,3,2,1,
17,303.5724,Build,Supply,5,39,1,1,10260,9460,2,1,1,
18,312.1922,Build,SmallHouse,43,19,1,1,9460,12700,3,2,1,
18,313.768,Build,SmallHouse,43,15,1,1,12700,12200,2,1,1,
18,314.8064,Upgrade,SmallHouse,43,15,2,2,12200,11850,1,1,1,
18,315.5129,Upgrade,SmallHouse,38,15,2,2,11850,11850,1,1,1,Upgrade failed - already at max level
18,316.086,Upgrade,SmallHouse,38,15,2,2,11850,11850,1,1,1,Upgrade failed - already at max level
18,316.91,Upgrade,SmallHouse,38,10,2,2,11850,11500,1,1,1,
18,317.5534,Upgrade,SmallHouse,43,10,2,2,11500,11150,1,1,1,
18,320.6119,Upgrade,SmallHouse,43,6,2,2,11150,10800,1,1,1,
18,321.307,Upgrade,SmallHouse,38,6,2,2,10800,10450,1,1,1,
19,331.8243,Build,SmallHouse,42,1,1,1,10450,13930,3,2,1,
19,334.0176,Build,SmallHouse,47,1,1,1,13930,13430,2,1,1,
19,336.1785,Upgrade,SmallHouse,47,1,2,2,13430,13080,1,1,1,
19,336.7754,Upgrade,SmallHouse,42,1,2,2,13080,12730,1,1,1,
20,346.9679,Build,Supply,11,40,1,1,12730,16150,3,2,1,
20,351.848,Build,BigHouse,48,17,1,1,16150,14950,2,1,1,
20,353.6622,Upgrade,BigHouse,48,17,2,2,14950,14200,1,1,1,
20,354.614,Upgrade,SmallHouse,38,15,2,2,14200,14200,1,1,1,Upgrade failed - already at max level
20,356.1827,Upgrade,SmallHouse,28,15,2,2,14200,13850,1,1,1,
20,359.0531,Upgrade,SmallHouse,18,15,2,2,13850,13500,1,1,1,
20,360.0263,Upgrade,SmallHouse,18,10,2,2,13500,13150,1,1,1,
20,360.6681,Upgrade,SmallHouse,23,10,2,2,13150,12800,1,1,1,
20,362.5451,Upgrade,SmallHouse,28,10,2,2,12800,12450,1,1,1,
20,367.3841,Upgrade,Supply,5,14,2,2,12450,11850,1,1,1,
20,368.393,Upgrade,Supply,11,15,2,2,11850,11250,1,1,1,
