Turn,TimeSinceSessionStart,ActionType,BuildingType,PositionX,PositionY,TargetBuildingLevelBefore,TargetBuildingLevelAfter,GoldBefore,GoldAfter,APBefore,APAfter,WasValid,Notes
19,528.1336,Build,Supply,51,18,1,1,2077,1277,3,2,1,
19,531.8719,Build,Supply,53,13,1,1,1277,1277,2,2,0,No road access for building
19,532.707,Build,Supply,52,13,1,1,1277,477,2,1,1,
19,533.8973,Upgrade,Supply,52,13,1,2,477,477,1,1,0,Not enough gold
19,535.2747,Upgrade,SmallHouse,46,18,2,2,477,127,1,1,1,
20,569.6784,Build,SmallHouse,52,1,1,1,127,4891,7,6,1,
20,578.2425,Build,BigHouse,58,5,1,1,4891,4491,6,6,0,Can't place building at specified location
20,579.0858,Build,BigHouse,58,4,1,1,4491,4491,6,6,0,Can't place building at specified location
20,580.0302,Build,BigHouse,59,5,1,1,4491,3291,6,5,1,
20,587.6281,Build,Supply,57,12,1,1,3291,2291,5,4,1,
20,589.3594,Upgrade,Supply,57,12,2,2,2291,1691,4,4,1,
20,591.3622,Build,SmallHouse,62,12,1,1,1691,1191,4,3,1,
20,596.0449,Build,SmallHouse,67,12,1,1,1191,491,3,2,1,
20,598.0436,Build,SmallHouse,68,8,1,1,491,491,2,2,0,Not enough gold
20,598.5936,Build,SmallHouse,68,7,1,1,491,491,2,2,0,Not enough gold
20,601.4433,Upgrade,SmallHouse,67,12,2,2,491,141,2,2,1,
