Turn,TimeSinceSessionStart,ActionType,BuildingType,PositionX,PositionY,TargetBuildingLevelBefore,TargetBuildingLevelAfter,GoldBefore,GoldAfter,APBefore,APAfter,WasValid,Notes
16,333.4538,Build,SmallHouse,44,6,1,1,2450,1950,5,4,1,
16,346.7827,Build,SmallHouse,42,1,1,1,1950,1050,4,3,1,
16,348.6662,Build,SmallHouse,47,1,1,1,1050,550,3,2,1,
16,351.0352,Build,SmallHouse,50,5,1,1,550,50,2,1,1,
17,355.9686,Build,Supply,51,8,1,1,50,3532,7,7,0,Can't place building at specified location
17,356.7859,Build,Supply,50,9,1,1,3532,2732,7,6,1,
17,364.7452,Build,Factory,19,32,1,1,2732,1532,6,4,1,
17,370.6178,Build,SmallHouse,50,14,1,1,1532,1032,4,3,1,
17,372.3898,Build,SmallHouse,50,18,1,1,1032,532,3,2,1,
17,375.6814,Build,SmallHouse,50,22,1,1,532,32,2,1,1,
18,387.3783,Build,SmallHouse,50,25,1,1,32,3306,8,8,0,Can't place building at specified location
18,388.7005,Build,SmallHouse,50,25,1,1,3306,3306,8,8,0,Can't place building at specified location
18,389.1567,Build,SmallHouse,50,26,1,1,3306,2806,8,7,1,
18,391.316,Build,SmallHouse,44,28,1,1,2806,2306,7,6,1,
18,392.8762,Build,SmallHouse,50,30,1,1,2306,1806,6,5,1,
18,398.3913,Build,SmallHouse,44,33,1,1,1806,956,5,4,1,
18,400.5396,Build,SmallHouse,39,33,1,1,956,456,4,3,1,
18,403.2875,Build,SmallHouse,39,28,1,1,456,456,3,3,0,Not enough gold
19,407.7939,Build,SmallHouse,39,28,1,1,456,4095,8,7,1,
19,415.4125,Build,SmallHouse,34,33,1,1,4095,3345,7,6,1,
19,422.4264,Build,SmallHouse,44,37,1,1,3345,2545,6,5,1,
19,424.9983,Build,SmallHouse,50,33,1,1,2545,2545,5,5,0,Can't place building at specified location
19,425.5308,Build,SmallHouse,50,33,1,1,2545,2545,5,5,0,Can't place building at specified location
19,425.969,Build,SmallHouse,50,34,1,1,2545,2045,5,4,1,
19,428.3565,Build,SmallHouse,50,38,1,1,2045,1545,4,3,1,
19,448.9974,Build,Factory,1,30,1,1,1545,1095,3,3,0,Not enough gold
20,454.1445,Build,Factory,1,30,1,1,1095,4449,8,6,1,
20,471.4065,Build,SmallHouse,27,27,1,1,4449,3749,6,5,1,
20,473.2966,Build,SmallHouse,28,31,1,1,3749,3249,5,4,1,
20,485.5551,Build,Factory,40,42,1,1,3249,1899,4,2,1,
20,491.0291,Build,SmallHouse,49,42,1,1,1899,1399,2,1,1,
20,497.0695,Upgrade,Factory,19,32,2,2,1399,199,1,1,1,
