Turn,TimeSinceSessionStart,ActionType,BuildingType,PositionX,PositionY,TargetBuildingLevelBefore,TargetBuildingLevelAfter,GoldBefore,GoldAfter,APBefore,APAfter,WasValid,Notes
17,491.2195,Build,Supply,11,44,1,1,2626,1826,1,0,1,
18,497.7579,Upgrade,BigHouse,27,34,2,2,1826,6669,4,4,1,
18,498.3838,Upgrade,BigHouse,35,33,2,2,6669,5919,4,4,1,
18,499.2413,Upgrade,BigHouse,35,27,2,2,5919,5169,4,4,1,
18,499.9011,Upgrade,BigHouse,27,28,2,2,5169,4419,4,4,1,
18,501.231,Upgrade,BigHouse,24,22,2,2,4419,3669,4,4,1,
18,518.6235,Build,SmallHouse,58,1,1,1,3669,2719,4,3,1,
18,520.5679,Build,SmallHouse,63,1,1,1,2719,2219,3,2,1,
18,530.5106,Build,BigHouse,62,6,1,1,2219,2219,2,2,0,Can't place building at specified location
18,531.5555,Build,BigHouse,62,6,1,1,2219,2219,2,2,0,Can't place building at specified location
18,532.0013,Build,BigHouse,62,6,1,1,2219,2219,2,2,0,Can't place building at specified location
18,536.2493,Build,BigHouse,62,6,1,1,2219,1869,2,2,0,Can't place building at specified location
18,538.6637,Build,BigHouse,63,6,1,1,1869,669,2,1,1,
18,540.3287,Upgrade,BigHouse,63,6,1,2,669,669,1,1,0,Not enough gold
18,545.5978,Build,SmallHouse,68,1,1,1,669,169,1,0,1,
19,560.7508,Build,BigHouse,27,40,1,1,169,4739,4,3,1,
19,562.704,Build,BigHouse,35,39,1,1,4739,3539,3,2,1,
19,569.3104,Build,BigHouse,28,46,1,1,3539,3189,2,2,0,Can't place building at specified location
19,572.1813,Build,Service,35,46,1,1,3189,2389,2,0,1,
20,585.1898,Build,Supply,11,49,1,1,2389,7495,4,3,1,
20,587.464,Build,Supply,5,47,1,1,7495,6695,3,2,1,
20,599.1882,Build,BigHouse,56,13,1,1,6695,6695,2,2,0,Can't place building at specified location
20,600.1425,Build,BigHouse,56,13,1,1,6695,6695,2,2,0,Can't place building at specified location
20,600.9977,Build,BigHouse,57,13,1,1,6695,5495,2,1,1,
20,605.1554,Build,BigHouse,63,13,1,1,5495,5245,1,1,0,Can't place building at specified location
20,605.7161,Build,BigHouse,64,13,1,1,5245,4045,1,0,1,
20,607.7589,Upgrade,BigHouse,57,13,2,2,4045,3295,0,0,1,
20,608.5735,Upgrade,BigHouse,50,13,2,2,3295,2545,0,0,1,
20,609.0215,Upgrade,BigHouse,43,13,2,2,2545,1795,0,0,1,
20,610.0542,Upgrade,BigHouse,42,6,2,2,1795,1045,0,0,1,
20,610.653,Upgrade,BigHouse,56,6,2,2,1045,295,0,0,1,
20,616.7689,Upgrade,SmallHouse,53,1,1,2,295,295,0,0,0,Not enough gold
