Turn,TimeSinceSessionStart,ActionType,BuildingType,PositionX,PositionY,TargetBuildingLevelBefore,TargetBuildingLevelAfter,GoldBefore,GoldAfter,APBefore,APAfter,WasValid,Notes
13,263.5753,Build,Supply,5,29,1,1,2135,1335,2,1,1,
13,271.3103,Build,SmallHouse,39,16,1,1,1335,835,1,0,1,
13,274.98,Upgrade,SmallHouse,25,14,2,2,835,835,0,0,1,Upgrade failed - already at max level
13,276.0194,Upgrade,SmallHouse,25,10,2,2,835,485,0,0,1,
13,276.9806,Upgrade,SmallHouse,25,14,2,2,485,485,0,0,1,Upgrade failed - already at max level
13,278.6324,Upgrade,BigHouse,31,16,1,2,485,485,0,0,0,Not enough gold
13,282.1062,Upgrade,SmallHouse,30,6,2,2,485,135,0,0,1,
14,685.3432,Upgrade,BigHouse,38,10,2,2,135,2147,4,4,1,
14,686.5453,Upgrade,SmallHouse,39,16,2,2,2147,1797,4,4,1,
14,691.9718,Build,SmallHouse,39,20,1,1,1797,1297,4,3,1,
14,701.3965,Build,SmallHouse,39,24,1,1,1297,597,3,2,1,
14,705.3055,Build,SmallHouse,38,28,1,1,597,47,2,1,1,
15,741.4457,Build,Supply,11,33,1,1,47,2604,4,4,0,Can't place building at specified location
15,742.9548,Build,Supply,11,34,1,1,2604,1804,4,3,1,
15,754.4196,Build,Service,45,10,1,1,1804,1004,3,1,1,
15,758.5676,Build,SmallHouse,41,5,1,1,1004,504,1,0,1,
15,761.0989,Upgrade,SmallHouse,41,5,2,2,504,154,0,0,1,
16,772.7069,Build,Supply,5,34,1,1,154,3465,4,3,1,
16,778.1429,Build,Supply,5,39,1,1,3465,2415,3,2,1,
16,785.5124,Build,SmallHouse,46,5,1,1,2415,1915,2,1,1,
16,789.9808,Build,SmallHouse,50,5,1,1,1915,1665,1,1,0,Can't place building at specified location
16,790.541,Build,SmallHouse,51,5,1,1,1665,1165,1,0,1,
16,791.9393,Upgrade,Service,45,10,2,2,1165,465,0,0,1,
16,793.7827,Upgrade,SmallHouse,46,5,2,2,465,115,0,0,1,
17,803.7509,Upgrade,SmallHouse,19,21,2,2,115,3406,4,4,1,
17,804.6119,Upgrade,SmallHouse,25,22,2,2,3406,3056,4,4,1,
17,805.4155,Upgrade,SmallHouse,25,18,2,2,3056,2706,4,4,1,
17,806.5128,Upgrade,SmallHouse,19,16,2,2,2706,2356,4,4,1,
17,807.2195,Upgrade,SmallHouse,25,14,2,2,2356,2356,4,4,1,Upgrade failed - already at max level
17,808.364,Upgrade,SmallHouse,19,12,2,2,2356,2006,4,4,1,
17,811.4538,Upgrade,SmallHouse,25,10,2,2,2006,2006,4,4,1,Upgrade failed - already at max level
17,812.4777,Upgrade,SmallHouse,25,6,2,2,2006,1656,4,4,1,
17,813.1417,Upgrade,SmallHouse,30,6,2,2,1656,1656,4,4,1,Upgrade failed - already at max level
17,822.6745,Build,SmallHouse,53,9,1,1,1656,956,4,3,1,
17,824.7349,Build,SmallHouse,53,13,1,1,956,456,3,2,1,
18,841.809,Build,BigHouse,45,16,1,1,456,3027,4,3,1,
18,843.1262,Upgrade,BigHouse,45,16,2,2,3027,2277,3,3,1,
18,845.7783,Build,SmallHouse,53,17,1,1,2277,1777,3,2,1,
18,848.2274,Upgrade,SmallHouse,53,17,2,2,1777,1427,2,2,1,
18,849.1318,Upgrade,SmallHouse,53,13,2,2,1427,1077,2,2,1,
18,857.6523,Build,SmallHouse,53,21,1,1,1077,327,2,1,1,
19,872.723,Build,Supply,11,38,1,1,327,4885,4,4,0,Can't place building at specified location
19,874.2914,Build,Supply,11,39,1,1,4885,4085,4,3,1,
19,880.6278,Build,Supply,5,44,1,1,4085,3085,3,2,1,
19,885.0342,Build,Supply,11,44,1,1,3085,2285,2,1,1,
19,899.4585,Build,Service,45,22,1,1,2285,2285,1,1,0,Not enough action points
19,900.2294,Build,Service,45,23,1,1,2285,2285,1,1,0,Not enough action points
19,901.7988,Build,Service,45,22,1,1,2285,2285,1,1,0,Not enough action points
19,902.2042,Build,Service,45,23,1,1,2285,2285,1,1,0,Not enough action points
19,914.9092,Build,SmallHouse,53,25,1,1,2285,1535,1,0,1,
19,916.4421,Upgrade,SmallHouse,53,25,2,2,1535,1185,0,0,1,
19,917.3234,Upgrade,SmallHouse,53,21,2,2,1185,835,0,0,1,
19,918.0159,Upgrade,SmallHouse,53,17,2,2,835,835,0,0,1,Upgrade failed - already at max level
19,921.0109,Upgrade,SmallHouse,53,13,2,2,835,835,0,0,1,Upgrade failed - already at max level
19,921.746,Upgrade,SmallHouse,53,9,2,2,835,485,0,0,1,
19,924.567,Upgrade,SmallHouse,51,5,2,2,485,135,0,0,1,
20,932.6817,Build,Service,44,22,1,1,135,4813,4,4,0,No road access for building
20,933.6955,Build,Service,45,23,1,1,4813,4013,4,2,1,
20,940.9992,Build,SmallHouse,47,29,1,1,4013,3413,2,1,1,
20,943.7203,Build,SmallHouse,53,29,1,1,3413,2913,1,0,1,
20,944.6617,Upgrade,SmallHouse,53,29,2,2,2913,2563,0,0,1,
20,945.2186,Upgrade,SmallHouse,47,29,2,2,2563,2213,0,0,1,
20,945.6934,Upgrade,Service,45,23,2,2,2213,1513,0,0,1,
20,946.3184,Upgrade,SmallHouse,38,28,2,2,1513,1163,0,0,1,
20,946.9128,Upgrade,SmallHouse,39,24,2,2,1163,813,0,0,1,
20,948.2554,Upgrade,SmallHouse,39,20,2,2,813,463,0,0,1,
20,951.6182,Upgrade,SmallHouse,39,16,2,2,463,463,0,0,1,Upgrade failed - already at max level
20,954.2877,Upgrade,SmallHouse,41,5,2,2,463,463,0,0,1,Upgrade failed - already at max level
20,955.1469,Upgrade,SmallHouse,46,5,2,2,463,463,0,0,1,Upgrade failed - already at max level
20,955.8101,Upgrade,SmallHouse,51,5,2,2,463,463,0,0,1,Upgrade failed - already at max level
20,956.6761,Upgrade,SmallHouse,36,5,2,2,463,113,0,0,1,
