Turn,TimeSinceSessionStart,ActionType,BuildingType,PositionX,PositionY,TargetBuildingLevelBefore,TargetBuildingLevelAfter,GoldBefore,GoldAfter,APBefore,APAfter,WasValid,Notes
14,540.4415,Upgrade,SmallHouse,48,6,2,2,1945,1945,3,3,1,Upgrade failed - already at max level
14,541.198,Upgrade,SmallHouse,52,1,2,2,1945,1595,3,3,1,
14,541.7397,Upgrade,SmallHouse,53,6,2,2,1595,1595,3,3,1,Upgrade failed - already at max level
14,549.2958,Build,SmallHouse,35,12,1,1,1595,695,3,2,1,
14,550.5659,Upgrade,SmallHouse,35,12,2,2,695,345,2,2,1,
15,556.7277,Build,BigHouse,40,10,1,1,345,2052,3,2,1,
15,557.9517,Upgrade,BigHouse,40,10,2,2,2052,1302,2,2,1,
15,565.0994,Build,BigHouse,24,17,1,1,1302,102,2,1,1,
16,574.4891,Upgrade,Supply,5,30,2,2,102,3649,3,3,1,
16,575.3728,Upgrade,Supply,11,29,2,2,3649,3049,3,3,1,
16,580.7891,Build,BigHouse,31,17,1,1,3049,1849,3,2,1,
16,582.8372,Upgrade,BigHouse,31,17,2,2,1849,1099,2,2,1,
16,592.2211,Build,SmallHouse,57,1,1,1,1099,449,2,1,1,
17,600.451,Upgrade,Supply,11,24,2,2,449,3536,3,3,1,
17,601.5716,Upgrade,Supply,5,20,2,2,3536,2936,3,3,1,
17,606.9283,Build,Supply,5,35,1,1,2936,1886,3,2,1,
17,611.91,Upgrade,BigHouse,31,17,2,2,1886,1886,2,2,1,Upgrade failed - already at max level
17,613.8442,Upgrade,BigHouse,40,10,2,2,1886,1886,2,2,1,Upgrade failed - already at max level
17,616.2963,Build,BigHouse,38,17,1,1,1886,686,2,1,1,
17,617.5313,Upgrade,BigHouse,38,17,1,2,686,686,1,1,0,Not enough gold
18,626.7827,Build,BigHouse,45,17,1,1,686,3143,3,2,1,
18,628.8721,Upgrade,BigHouse,45,17,2,2,3143,2393,2,2,1,
18,631.2684,Build,BigHouse,47,10,1,1,2393,1193,2,1,1,
18,632.4659,Upgrade,BigHouse,47,10,2,2,1193,443,1,1,1,
19,641.8897,Build,Supply,11,34,1,1,443,3990,3,2,1,
19,642.7989,Upgrade,Supply,11,34,2,2,3990,3390,2,2,1,
19,643.5243,Upgrade,Supply,5,35,2,2,3390,2790,2,2,1,
19,646.4833,Build,Supply,11,39,1,1,2790,1990,2,1,1,
19,647.5246,Upgrade,Supply,11,39,2,2,1990,1390,1,1,1,
19,654.4869,Build,BigHouse,17,16,1,1,1390,190,1,0,1,
20,671.3692,Upgrade,SmallHouse,53,6,2,2,190,4757,3,3,1,Upgrade failed - already at max level
20,672.2668,Upgrade,SmallHouse,48,6,2,2,4757,4757,3,3,1,Upgrade failed - already at max level
20,673.032,Upgrade,SmallHouse,57,1,2,2,4757,4407,3,3,1,
20,673.5987,Upgrade,SmallHouse,52,1,2,2,4407,4407,3,3,1,Upgrade failed - already at max level
20,674.1656,Upgrade,SmallHouse,47,1,2,2,4407,4407,3,3,1,Upgrade failed - already at max level
20,674.902,Upgrade,SmallHouse,42,1,2,2,4407,4407,3,3,1,Upgrade failed - already at max level
20,675.7943,Upgrade,SmallHouse,38,6,2,2,4407,4407,3,3,1,Upgrade failed - already at max level
20,676.2789,Upgrade,SmallHouse,37,1,2,2,4407,4407,3,3,1,Upgrade failed - already at max level
20,678.5991,Upgrade,SmallHouse,32,1,2,2,4407,4407,3,3,1,Upgrade failed - already at max level
20,681.5879,Upgrade,SmallHouse,27,1,2,2,4407,4407,3,3,1,Upgrade failed - already at max level
20,682.3435,Upgrade,SmallHouse,22,1,2,2,4407,4407,3,3,1,Upgrade failed - already at max level
20,682.8325,Upgrade,SmallHouse,17,1,2,2,4407,4407,3,3,1,Upgrade failed - already at max level
20,683.61,Upgrade,SmallHouse,18,6,2,2,4407,4407,3,3,1,Upgrade failed - already at max level
20,684.2729,Upgrade,SmallHouse,18,10,2,2,4407,4407,3,3,1,Upgrade failed - already at max level
20,687.4545,Upgrade,BigHouse,23,6,2,2,4407,4407,3,3,1,Upgrade failed - already at max level
20,688.1473,Upgrade,SmallHouse,25,12,2,2,4407,4407,3,3,1,Upgrade failed - already at max level
20,688.6488,Upgrade,SmallHouse,30,12,2,2,4407,4407,3,3,1,Upgrade failed - already at max level
20,689.1236,Upgrade,Service,30,6,2,2,4407,3707,3,3,1,
20,689.8793,Upgrade,SmallHouse,35,12,2,2,3707,3707,3,3,1,Upgrade failed - already at max level
20,691.3589,Upgrade,BigHouse,17,16,2,2,3707,2957,3,3,1,
20,696.9732,Build,BigHouse,57,5,1,1,2957,2957,3,3,0,Can't place building at specified location
20,697.5363,Build,BigHouse,58,5,1,1,2957,1757,3,2,1,
20,699.0186,Upgrade,BigHouse,58,5,2,2,1757,1007,2,2,1,
20,704.584,Build,SmallHouse,52,17,1,1,1007,207,2,1,1,
20,705.6029,Upgrade,SmallHouse,52,17,1,2,207,207,1,1,0,Not enough gold
