Turn,TimeSinceSessionStart,ActionType,BuildingType,PositionX,PositionY,TargetBuildingLevelBefore,TargetBuildingLevelAfter,GoldBefore,GoldAfter,APBefore,APAfter,WasValid,Notes
9,169.262,Build,Service,32,12,1,1,1039,1039,1,1,0,Not enough action points
9,172.1679,Build,SmallHouse,37,1,1,1,1039,539,1,0,1,
10,179.9577,Build,Service,32,12,1,1,539,1932,3,1,1,
10,185.0352,Upgrade,Service,25,6,2,2,1932,1232,1,1,1,
10,187.5692,Upgrade,Service,32,12,2,2,1232,532,1,1,1,
10,198.3535,Upgrade,Supply,5,24,1,2,532,532,1,1,0,Not enough gold
11,237.6243,Build,BigHouse,18,19,1,1,532,2263,3,2,1,
11,241.6896,Build,Service,25,19,1,1,2263,1463,2,0,1,
11,247.9082,Upgrade,BigHouse,18,19,2,2,1463,713,0,0,1,
11,249.8474,Upgrade,BigHouse,18,12,1,2,713,713,0,0,0,Not enough gold
11,251.4195,Upgrade,BigHouse,18,6,1,2,713,713,0,0,0,Not enough gold
11,253.2248,Upgrade,BigHouse,32,6,1,2,713,713,0,0,0,Not enough gold
11,260.9484,Upgrade,SmallHouse,37,1,2,2,713,363,0,0,1,
11,262.6892,Upgrade,SmallHouse,32,1,2,2,363,13,0,0,1,
12,270.9868,Build,Supply,11,24,1,1,13,1556,3,2,1,
12,275.7436,Build,Supply,5,29,1,1,1556,506,2,1,1,
12,286.5555,Build,SmallHouse,39,6,1,1,506,6,1,0,1,
13,304.1364,Build,Factory,1,34,1,1,6,1069,3,1,1,
13,316.0442,Build,Supply,11,29,1,1,1069,269,1,0,1,
14,323.8216,Build,Supply,11,34,1,1,269,1932,4,3,1,
14,329.0655,Build,BigHouse,32,19,1,1,1932,732,3,2,1,
14,339.7752,Demolish,SmallHouse,39,6,1,0,732,982,2,1,1,
14,344.6941,Build,Service,39,6,1,1,982,982,1,1,0,Not enough action points
15,355.4343,Build,Service,39,6,1,1,982,2921,4,2,1,
15,364.1497,Build,BigHouse,39,13,1,1,2921,2471,2,2,0,Can't place building at specified location
15,364.9645,Build,BigHouse,39,12,1,1,2471,1271,2,1,1,
15,366.8988,Build,BigHouse,39,19,1,1,1271,71,1,0,1,
16,383.5913,Build,Supply,11,39,1,1,71,3019,4,3,1,
16,386.2775,Build,Supply,5,42,1,1,3019,2219,3,2,1,
16,388.487,Build,Supply,11,44,1,1,2219,1419,2,1,1,
16,402.2429,Build,BigHouse,46,12,1,1,1419,119,1,0,1,
17,413.0414,Build,Supply,5,47,1,1,119,2619,4,3,1,
17,421.1147,Build,Service,46,19,1,1,2619,1819,3,1,1,
17,426.6009,Build,BigHouse,52,19,1,1,1819,1419,1,1,0,Can't place building at specified location
17,428.0008,Build,BigHouse,53,19,1,1,1419,219,1,0,1,
18,435.0094,Build,BigHouse,46,6,1,1,219,2275,4,3,1,
18,437.8754,Build,BigHouse,52,6,1,1,2275,2275,3,3,0,Can't place building at specified location
18,438.502,Build,BigHouse,53,6,1,1,2275,2275,3,3,0,No road access for building
18,440.0609,Build,BigHouse,52,6,1,1,2275,2275,3,3,0,Can't place building at specified location
18,445.7736,Build,BigHouse,52,6,1,1,2275,2025,3,3,0,Can't place building at specified location
18,446.4373,Build,BigHouse,53,6,1,1,2025,825,3,2,1,
18,450.5918,Build,SmallHouse,43,1,1,1,825,325,2,1,1,
19,491.9829,Upgrade,BigHouse,39,19,2,2,325,4168,4,4,1,
19,493.8537,Upgrade,BigHouse,32,19,2,2,4168,3418,4,4,1,
19,494.8909,Upgrade,BigHouse,39,12,2,2,3418,2668,4,4,1,
19,495.5939,Upgrade,BigHouse,46,12,2,2,2668,1918,4,4,1,
19,497.064,Upgrade,Service,32,12,2,2,1918,1918,4,4,1,Upgrade failed - already at max level
19,500.535,Upgrade,Service,39,6,2,2,1918,1218,4,4,1,
19,501.2083,Upgrade,BigHouse,46,6,2,2,1218,468,4,4,1,
20,516.2538,Build,Service,53,12,1,1,468,4261,4,2,1,
20,517.9783,Upgrade,Service,53,12,2,2,4261,3561,2,2,1,
20,527.1686,Build,Supply,11,49,1,1,3561,2761,2,1,1,
20,531.2601,Upgrade,Supply,11,49,2,2,2761,2161,1,1,1,
20,531.9705,Upgrade,Supply,5,47,2,2,2161,1561,1,1,1,
20,533.0157,Upgrade,Supply,11,44,2,2,1561,961,1,1,1,
20,534.6104,Upgrade,Supply,11,39,2,2,961,361,1,1,1,
20,542.6134,Upgrade,SmallHouse,43,1,2,2,361,11,1,1,1,
