Turn,TimeSinceSessionStart,ActionType,BuildingType,PositionX,PositionY,TargetBuildingLevelBefore,TargetBuildingLevelAfter,GoldBefore,GoldAfter,APBefore,APAfter,WasValid,Notes
17,356.4095,Build,SmallHouse,29,31,1,1,10123,13595,3,2,1,
17,358.5263,Build,BigHouse,21,32,1,1,13595,12395,2,1,1,
17,362.0611,Build,BigHouse,29,35,1,1,12395,10895,1,0,1,
17,378.5306,Upgrade,SmallHouse,34,26,2,2,10895,10545,0,0,1,
17,379.1216,Upgrade,SmallHouse,34,30,2,2,10545,10195,0,0,1,
17,379.6471,Upgrade,SmallHouse,34,22,2,2,10195,9845,0,0,1,
17,381.7567,Upgrade,SmallHouse,29,23,2,2,9845,9495,0,0,1,
17,382.2171,Upgrade,SmallHouse,29,27,2,2,9495,9145,0,0,1,
17,382.679,Upgrade,SmallHouse,29,31,2,2,9145,8795,0,0,1,
17,383.5421,Upgrade,SmallHouse,23,28,2,2,8795,8445,0,0,1,
17,384.0708,Upgrade,BigHouse,21,32,2,2,8445,7695,0,0,1,
17,386.3688,Upgrade,BigHouse,29,35,2,2,7695,6945,0,0,1,
18,395.5198,Build,Factory,19,39,1,1,6945,9663,3,1,1,
18,399.3496,Build,BigHouse,29,41,1,1,9663,8463,1,0,1,
19,409.1134,Build,BigHouse,28,48,1,1,8463,12492,4,4,0,Can't place building at specified location
19,409.6592,Build,BigHouse,29,47,1,1,12492,11292,4,3,1,
19,411.4423,Build,BigHouse,21,47,1,1,11292,10092,3,2,1,
19,422.5909,Build,SmallHouse,43,1,1,1,10092,9092,2,1,1,
19,424.4065,Build,SmallHouse,48,1,1,1,9092,8592,1,0,1,
19,425.5923,Upgrade,SmallHouse,48,1,2,2,8592,8242,0,0,1,
19,426.1307,Upgrade,SmallHouse,43,1,2,2,8242,7892,0,0,1,
19,426.6362,Upgrade,SmallHouse,38,1,2,2,7892,7542,0,0,1,
19,427.109,Upgrade,SmallHouse,33,1,2,2,7542,7192,0,0,1,
19,427.7149,Upgrade,SmallHouse,40,6,2,2,7192,6842,0,0,1,
19,428.1559,Upgrade,SmallHouse,40,10,2,2,6842,6492,0,0,1,
19,428.598,Upgrade,SmallHouse,40,14,2,2,6492,6142,0,0,1,
19,429.6745,Upgrade,SmallHouse,40,10,2,2,6142,6142,0,0,1,Upgrade failed - already at max level
19,430.5537,Upgrade,SmallHouse,40,14,2,2,6142,6142,0,0,1,Upgrade failed - already at max level
20,434.8911,Build,BigHouse,44,6,1,1,6142,10785,4,4,0,Can't place building at specified location
20,435.3154,Build,BigHouse,45,6,1,1,10785,9585,4,3,1,
20,439.8271,Build,BigHouse,45,12,1,1,9585,7935,3,2,1,
20,441.1216,Upgrade,BigHouse,45,12,2,2,7935,7185,2,2,1,
20,441.6352,Upgrade,BigHouse,45,6,2,2,7185,6435,2,2,1,
20,447.9179,Build,BigHouse,45,18,1,1,6435,4885,2,1,1,
20,450.622,Build,BigHouse,53,6,1,1,4885,3685,1,0,1,
21,465.5068,Build,BigHouse,52,12,1,1,3685,8944,4,4,0,Can't place building at specified location
21,465.8583,Build,BigHouse,53,12,1,1,8944,7744,4,3,1,
21,469.1595,Build,BigHouse,53,17,1,1,7744,7744,3,3,0,Can't place building at specified location
21,470.0121,Build,BigHouse,53,18,1,1,7744,6544,3,2,1,
21,474.8309,Build,BigHouse,45,24,1,1,6544,5144,2,1,1,
21,478.3439,Build,BigHouse,53,24,1,1,5144,3944,1,0,1,
21,479.6548,Upgrade,BigHouse,53,24,2,2,3944,3194,0,0,1,
21,480.1841,Upgrade,BigHouse,45,24,2,2,3194,2444,0,0,1,
21,481.0137,Upgrade,BigHouse,45,18,2,2,2444,1694,0,0,1,
21,481.5819,Upgrade,BigHouse,53,18,2,2,1694,944,0,0,1,
21,483.3502,Upgrade,SmallHouse,40,22,2,2,944,594,0,0,1,
21,483.8839,Upgrade,SmallHouse,40,26,2,2,594,244,0,0,1,
